Latitude,Longitude,Elevation,HLY First Year,HLY Last Year,PROVINCE,Climate ID
62.72,-109.17,165.8,1953.0,1991.0,NT,2201900
62.81,-92.11,32.3,2013.0,2025.0,NU,2303405
62.82,-92.12,32.3,1981.0,2013.0,NU,2303401
62.85,-69.88,51.5,1987.0,2025.0,NU,240KFQJ_2402671_2402673
63.21,-123.44,149.7,1957.0,2025.0,NT,2204001_2204005_2204000
63.24,-130.04,1379.0,1998.0,2025.0,YT,2100693
63.34,-64.15,376.0,1960.0,2023.0,NU,2400565
63.62,-135.87,503.8,1953.0,2025.0,YT,2100700_2100701_2100702
63.75,-68.55,33.5,1953.0,2015.0,NU,2402590_2402591
63.75,-68.54,33.5,2004.0,2025.0,NU,2402592
63.76,-68.56,33.5,2014.0,2025.0,NU,2402596
64.04,-139.13,370.3,1976.0,2025.0,YT,2100402_2100407_2100401
64.05,-139.43,320.0,1953.0,1976.0,YT,2100400
64.06,-139.13,370.0,1995.0,2025.0,YT,2100LRP
64.18,-83.35,57.0,2014.0,2025.0,NU,2301010
64.19,-83.36,62.2,1953.0,2025.0,NU,2301002_2301000_2301004
64.23,-79.53,48.2,2012.0,2025.0,NU,2400633
64.23,-76.53,48.2,1970.0,2025.0,NU,2400635_2400634_2400637
64.23,-76.53,50.0,2005.0,2025.0,NU,2400636
64.3,-96.08,18.6,1953.0,2025.0,NU,2300503_2300504_2300500
64.32,-96.0,50.8,2004.0,2025.0,NU,2300501
64.91,-125.57,100.3,1987.0,2025.0,NT,2201701_2201705_2201700
65.1,-102.43,243.7,1992.0,2025.0,NU,2303610
65.28,-126.8,72.5,1953.0,2025.0,NT,2202801_2202800
65.29,-126.75,93.6,2003.0,2025.0,NT,2202810
65.76,-111.25,488.0,1997.0,2025.0,NU,230N002
65.76,-111.25,490.1,1982.0,2006.0,NU,23026HN
65.77,-111.23,499.6,1994.0,1995.0,NU,2302685
66.13,-65.7,24.1,2008.0,2013.0,NU,2403052
66.14,-65.71,22.6,1994.0,2025.0,NU,2403049
66.15,-65.71,24.0,2013.0,2025.0,NU,2403054
66.15,-65.71,24.1,1987.0,2025.0,NU,2403053_2403051
66.24,-128.65,81.4,1965.0,2025.0,NT,2201401_2201400_2201406
66.24,-128.64,81.7,1998.0,2025.0,NT,2201450
66.52,-86.22,22.9,1984.0,2013.0,NU,2403490
66.58,-61.62,392.6,1959.0,1994.0,NU,2400654
66.65,-61.38,725.1,1955.0,2023.0,NU,2400650
66.98,-136.22,731.0,1994.0,2025.0,YT,2100935
67.18,-130.23,62.5,1994.0,2025.0,NT,220B6Q3
67.41,-134.86,35.4,1988.0,2025.0,NT,2201606_2201601_2201599
67.54,-63.79,584.4,1956.0,2023.0,NU,2400570
67.55,-64.03,4.9,2013.0,2025.0,NU,2400576
67.55,-64.03,5.5,1988.0,2025.0,NU,2400577_2400572_2400571
67.55,-64.03,6.4,2005.0,2025.0,NU,2400573
67.57,-139.84,250.2,1975.0,2025.0,YT,2100801_2100800_2100807
67.57,-139.84,251.2,1994.0,2025.0,YT,2100805
67.82,-115.14,22.6,1978.0,2025.0,NU,2300905_2300903_2300902_2300904
68.22,-135.01,6.4,1953.0,2025.0,NT,2200105_2200100_2200101
68.3,-133.48,67.7,1958.0,2025.0,NT,2202571_2202570_2202575
68.3,-85.67,394.7,1956.0,1992.0,NU,2402686
68.32,-133.52,103.0,2003.0,2025.0,NT,2202578
68.43,-89.72,325.8,1955.0,1992.0,NU,2303090
68.44,-89.73,324.5,1994.0,2023.0,NU,2303093
68.47,-66.8,390.1,1956.0,2022.0,NU,2400660
68.54,-89.81,15.5,2015.0,2025.0,NU,2303095_2303091
68.54,-89.8,15.5,1984.0,2015.0,NU,2303092
68.54,-89.8,15.8,2004.0,2025.0,NU,2303094
68.64,-95.85,42.3,2003.0,2025.0,NU,2302340
68.64,-95.85,46.9,1984.0,2025.0,NU,2302336_2302335_2302337_2302338
68.65,-71.17,526.7,1956.0,2023.0,NU,2401030
68.75,-109.07,92.1,1955.0,1994.0,NU,2400595
68.78,-81.24,8.2,2004.0,2025.0,NU,2402353
68.78,-81.24,9.1,1956.0,2025.0,NU,2402350_2402352_2402354_2402356
68.82,-93.43,42.7,1973.0,2023.0,NU,2303685
68.9,-75.14,160.8,1955.0,2023.0,NU,2402684
68.93,-75.28,14.3,1983.0,1991.0,NU,2402F84
68.95,-137.22,49.4,1973.0,2023.0,YT,2100950
69.11,-105.14,18.7,2002.0,2025.0,NU,2400602
69.11,-105.14,31.1,1953.0,2025.0,NU,2400603_2400601_2400600
69.36,-124.08,4.6,1987.0,2025.0,NT,2203057_2203055_2203056
69.36,-124.08,6.3,1994.0,2025.0,NT,2203058
69.36,-81.82,52.7,2015.0,2025.0,NU,2402541_2402546
69.37,-81.82,52.7,1984.0,2015.0,NU,2402543
69.43,-133.03,4.3,1970.0,2025.0,NT,2203913_2203912_2203911
69.43,-133.02,4.6,1994.0,2025.0,NT,2203914
69.45,-133.0,18.3,1958.0,1993.0,NT,2203910
69.55,-93.58,27.4,1984.0,2025.0,NU,2403855_2403856_2403854
69.57,-138.91,1.2,1994.0,2025.0,YT,2100636
69.58,-140.18,7.3,1973.0,1993.0,YT,2100685
69.58,-120.8,100.6,1958.0,1993.0,NU,2300750
69.61,-140.2,13.2,1994.0,2025.0,YT,2100682
69.63,-135.44,17.0,1994.0,2025.0,NT,2203095
70.17,-124.72,86.6,1956.0,2023.0,NT,2200675
70.48,-68.52,26.5,2004.0,2025.0,NU,2400802
70.49,-68.52,26.5,1953.0,2025.0,NU,2400800_2400801_2400804_2400803
70.73,-117.78,9.1,1953.0,1967.0,NT,2502500
70.76,-117.81,36.0,1987.0,2025.0,NT,2502502_2502503_2502501
70.76,-117.8,29.9,2000.0,2025.0,NT,2502505
71.99,-125.25,87.5,1994.0,2025.0,NT,2503648
71.99,-125.24,86.3,2015.0,2025.0,NT,2503649_2503651
72.0,-125.27,86.3,1955.0,2015.0,NT,2503650
72.69,-77.97,61.6,1975.0,2025.0,NU,2403201_2403206_2403205_2403202
72.69,-77.96,64.7,2004.0,2025.0,NU,2403204
72.98,-84.62,641.9,1977.0,2011.0,NU,2402730_2402731
72.99,-85.01,10.0,2000.0,2025.0,NU,2400404
73.01,-85.05,21.9,2011.0,2025.0,NU,2400399_2400401
73.03,-85.15,11.3,1953.0,1976.0,NU,2400400
73.77,-105.3,11.0,2002.0,2025.0,NU,2403756
74.72,-94.98,30.0,2002.0,2025.0,NU,2403505
74.72,-94.97,67.7,1953.0,2025.0,NU,2403498_2403497_2403500
75.38,-105.72,15.0,1969.0,2025.0,NU,2403450
76.23,-119.33,12.2,1953.0,1997.0,NT,2502700
76.24,-119.35,1.5,1997.0,2024.0,NT,250M001
76.42,-82.9,42.7,1984.0,2015.0,NU,2402346
76.42,-82.9,44.5,2007.0,2025.0,NU,2402351
76.43,-82.91,41.1,2015.0,2025.0,NU,2402338_2402360
78.78,-103.53,25.3,1953.0,1978.0,NU,2402600
78.79,-103.55,58.0,1994.0,2025.0,NU,2402604
79.98,-85.93,10.4,1953.0,2016.0,NU,2401200
79.99,-85.93,10.0,2013.0,2025.0,NU,2401199
79.99,-85.81,82.9,2016.0,2025.0,NU,2401203_2401208
82.5,-62.33,65.4,2004.0,2025.0,NU,2400305
82.52,-62.28,30.5,1953.0,2025.0,NU,2400300_2400302
